Model_ID,Development_Story,Milestones,Status
piaggiop180avanti,"The innovative Avanti has been a slow seller despite its modern features, and jet like performance but turboprop operating costs. 

Development of the Avanti dates back to program launch in 1981. Gates Learjet participated in Avanti development from 1983 and would have built the Avanti's forward fuselage, but instead withdrew from the program in January 1986. Not deterred by Gates' withdrawal, Piaggio assumed total control of the program, and all tooling and three forward fuselages for what would have been the Learjet P.180 were transferred to Italy. 

Piaggio flew the first of two P.180 prototypes on September 23 1986, the second flew in May 1987. Italian certification was granted in March 1990, the first production Avanti flew that May and the first customer delivery took place in September 1990. 

The unorthodox Avanti remains unique for a corporate aircraft in that it features three flying surfaces - the canard foreplane, wing and tail. This arrangement not only offers the benefits of the canard, but meant the wing could be positioned in the rear of the fuselage, so that it didn't intrude on available interior cabin space. The small natural laminar flow wing was designed by the Ohio State University. The pusher engine configuration was chosen to reduce cabin noise. 

Composites are used in a number of areas, including the tail, engine nacelles, canards, outboard wing flaps, landing gear doors and the tail cone, but generally, unlike the Beech Starship, most construction is conventional. A three screen Collins EFIS flightdeck is standard, a five screen suite is offered as an option. 

Twice Piaggio has increased the P.180's maximum weight, thus improving its payload range. 

In November 1998 Piaggio was purchased by Tushav of Turkey, which planned to develop a stretched, jet powered development.",,Operational
pilatuspc12,"The PC-12 is a King Air class and size turboprop aimed at corporate transport and regional airliner operators. It is the latest in a line of single engined PT6 powered Pilatus products. 

Pilatus announced it was developing the PC-12 at the National Business Aircraft Association's annual convention in October 1989. First flight of the first of two prototypes occurred on May 31 1991. Certification was originally planned for mid 1993 but a redesign of the wings with the addition of winglets to ensure performance guarantees were met pushed this back, with Swiss certification awarded on March 30 1994 and US FAA FAR Part 23 approval following on July 15 1994. 

Compared to the King Air 200 twin, its major competitor, the PC-12's most significant design feature is its use of a single PT6A-67B turboshaft. Internally the PC-12's cabin is also longer (by 6cm/2.4in) and wider (by 15cm/6in) than the King Air 200's, and the same height. The cockpit features EFIS displays and the PC-12 is certificated for single pilot operation while each PC-12 built features a standard cargo door in the rear fuselage. Weather radar is an option but has been fitted to all production aircraft thus far. From 1997 the increased 4.5 tonne MTOW has been standard. New, smaller winglets were introduced in 1998. 

The PC-12 is offered in standard nine seat airliner form, in a four passenger seat/freight combi version and as a six place corporate transport. A pure freighter model is under consideration. The PC-12 Eagle is a military special missions platform. 

Most PC-12s built thus far have been corporate transports but recent important regulatory changes in Australia, Brazil, Canada and the USA have cleared single engine turboprops for IFR RPT operations in those nations. This has opened up new potential markets for the PC12 as a regional airliner, replacing older King Airs and elderly piston twins such as the Navajo Chieftain and Cessna 400 series.",,Operational
pilatuspc6porterturboporter,"The Pilatus Porter and Turbo Porter STOL utilities are renowned for their exceptional STOL performance and low speed handling and have sold strongly on the strength of their performance. 

The high wing taildragger Porter was designed to perform a range of utility roles, and flew for the first time on May 4 1959. The first production aircraft built were delivered from 1960 and were powered by a six cylinder GSO480 piston engine, but it was not long after that a turboprop powered development flew. 

The first PC6/A Turbo Porter flew in May 1961, powered by a 390kW (523shp) Turboméca Astazou II turboprop. The majority of PC6s are PC6/Bs, powered by the Pratt & Whitney Canada PT6A. PC6/Cs were powered by a 310kW (575shp) AiResearch TPE331, and were first delivered in 1965. 

Smaller numbers of piston powered Porters have been built with Lycoming GSO480s and IGO540s in parallel with Turbo Porters. 

The PC6/B was first delivered from 1964 and remains in production today. Initial models were powered by the 410kW (550shp) PT6A6 or 20. The PC6/B2H2 was first flown in 1970 and introduced the PT6A27 and an increased maximum takeoff weight. 

Current Porter production is of the PC6/B2H4 with a further increase in max takeoff weight, larger dorsal fin fillet, revised wingtips, strengthened airframe structure and improved undercarriage.",,Operational
pipercub,"The simple and economical Cub is one of the most well loved light aircraft of all time, and helped make flying an affordable pastime for thousands of pilots in the years surrounding World War 2. 

The Piper Cub began life as the Taylor E-2, designed by C.G. Taylor. In the middle of 1930, his company, Taylor Brothers Aircraft Corporation, went bankrupt. Businessman William Piper, who had made large profits from the oil industry, purchased the assets of the company and formed Taylor Aircraft Company with C.G. Taylor as the Chief Engineer.  

Mr. Piper wanted to produce a simple and economic training aircraft, and the result was the E-2. The prototype was powered by a tiny 15kW (20hp) Brownbach Tiger Kitten engine. The aircraft was grossly underpowered with this engine, but at least, as Tiger Kitten equals Cub, it was the source of the model name for the E-2. After the Tiger Kitten had been replaced by a Salmson D-9 engine, real flight was finally achieved. However, as this French engine was built to metric sizes, the new 28kW(37hp) Continental A-40 was installed in the second E-2, and with this engine the Taylor E-2 Cub was certified on June 15 1931. 

The company continued building the E-2 under the Taylor banner from 1931 to 1936, 348 being built in total.

While C.G. Taylor was ill, Walter Jamouneau reworked the E-2 Cub in early 1935, and the new type was named the J-2 Cub. It featured a revised tail shape, a fuselage with a faired-in rear turtledeck and a closed cockpit, a new airfoil wing with rounded wingtips, a redesigned cowling and a wider track undercarriage. Mr. Taylor was not happy with these developments and therefore decided to leave the company to form Taylor-Young Company. 

The first experimental J-2 was a conversion of an E-2 and first flew in early 1935. The first production aircraft followed in December the same year. The aircraft was powered by the 28kW (37hp) Continental A40-3.

Effective November 1 1937 the company name was changed to Piper Aircraft Corporation, while continuing production of the J-2.

During 1936-37, the J-2 was improved and updated, resulting in the J-3 Cub. The affordable J-3 became a runaway sales success and several thousand were sold before the USA's entry into WW2. From then on, all J-3 production was for the US Army Air Force, originally as the O-59 which quickly became the L-4. Also the US Navy ordered the aircraft, as the NE-1.

Prewar Piper also built the J-4 Cub Coupe with side by side seating and the three seat J-5 Cub Cruiser. 

Postwar Piper reverted to civilian production with the J-3 later becoming the PA-11 Cub Special. Late build PA-11s were powered by a 65kW (90hp) Continental C-90 and had increased range. The PA-12 Super Cruiser has seating for three and a more powerful Lycoming O-235 engine, while the four seat PA-14 Family Cruiser formed the basis for the Super Cub.",,Operational
piperpa18supercub,"The Super Cub is one of Piper's most successful and long lived aircraft programs, with production spanning over four decades. 

The PA-18 Super Cub was the ultimate development of Piper's original aircraft, the J-3 Cub (described separately). The four seat development of the Cub, the PA-14 Family Cruiser, was the basis for the Super Cub, but the later differed in having seating for two in tandem (as on the Cub), all metal wings and, in its initial form, a 65kW (90hp) Continental C-90 in the PA-18-90 or a 80kW (108hp) Lycoming O-235 engine in the PA-18-105. The Super Cub flew for the first time in 1949, and certification was awarded on November 18 that year. The first production Super Cubs were delivered from late 1949, the type replacing the PA-11 Cub Special on Piper's production lines. 

The 100kW (135hp) Lycoming O-290 powered PA-18-135 appeared in 1952, while the definitive 110kW (150hp) Lycoming O-320 powered PA-18-150 was certificated on October 1 1954 and delivered from the following year. 

The Super Cub remained in production with Piper through until 1981, when almost 7500 had been built over an uninterrupted 32 year production run. Piper continued building Super Cubs on behalf of Texas based WTA who held the manufacturing and marketing rights from 1981 until 1988. In 1988 Piper resumed marketing responsibility for the Super Cub and continued low rate production. Financial troubles meant that Super Cub production ceased in 1992, before resuming once more the following year. Finally in late 1994 Piper announced that the Super Cub would not form part of its model line for 1995 and that it would cease production after the last of 24 on order for distributor Muncie Aviation were completed.",,Operational
piperpa2022pacertripacercaribbeancolt,"The Pacer and Tri-Pacer designs were Piper's volume selling four seaters from 1949 through to the introduction of the Comanche and Cherokee in the early 1960s, while the Colt was a two seat training derivative of the Tri-Pacer. 

The original tail dragger PA-20 Pacer was introduced in 1949 alongside the two seat PA-18 Super Cub, and the prototype was powered by a 85kW (115hp) Lycoming O-235-C1 engine. The production aircraft had a 93kW (125hp) Lycoming O-290-D engine, and were available with a wooden fixed pitch propeller as the '125', and with a metal controllable pitch propeller as the '135'.  In 1950 the PA-20 was also available with the 85kW (115hp) Lycoming O-235-C1 engine as the PA-20-115. The aircraft could be equipped with floats as the PA-20S. From 1952 the Pacer was powered by a 100kW (135hp) O-290-D2 engine as the PA-20-135. Production ended in 1954. 

The tricycle undercarriage PA-22 Tri-Pacer initially augmented from 1950 the Pacer in production, powered by a 93kW (125hp) Lycoming O-290-D for  1951 and 1952, available with the same propeller options as the PA-20. From 1952 to 1954 the Tri-Pacer was powered by a 100kW (135hp) O-290-D2 engine, and in 1955 gained a 110kW (150hp) O-320-A2B engine and a higher takeoff weight, and a 120kW (160hp) O-320-B from 1958. For 1959 and 1960 Piper offered a lower spec less expensive version of the Tri-Pacer in the form of the PA-22-150 Caribbean. 

The two seat PA-22-108 Colt was derived from the Tri-Pacer but had a less powerful 85kW (108hp) engine, lower maximum takeoff weight, no rear cabin windows, the removal of a rear door and less fuel capacity, but otherwise the two airframes were identical. Piper introduced the Colt to its lineup in late 1960, and the type remained in production for just over two years until the two seat Cherokee could be introduced. Colt production ceased in 1964 after almost 2000 had been built.

A number of PA-22s have been converted to PA-20 tailwheel configuration, for which a conversion kit was offered by Univair.  

The Tri-Pacer and Colt were Piper's only high wing tricycle undercarriage aircraft, and the last in production to feature metal tubing and fabric covering construction.",,Operational
piperpa23apacheaztec,"The origins of the PA-23 Apache (one of the first widely available GA twins and Piper's first ""Indian"") and the larger and more powerful Aztec lie in the early postwar Twin Stinson design. 

Piper acquired the assets of Consolidated Vultee's Stinson Aircraft division in 1948, and inherited a design study for a modern four place light twin. Piper left the design dormant for a few years until 1952 when it built a prototype aircraft, cn 23-01, based on the Stinson design. The low wing four seat twin was powered by 93kW (125hp) Lycoming O-290-D engines, had fabric covering, fixed undercarriage and a twin fin tail design. 

Unsatisfactory flight trials led Piper to substantially redesign cn 23-01, introducing first more powerful 100kW (135hp) engines, then increasing power to (110kW) 150hp, metal construction, retractable undercarriage and a conventional tail unit. The redesigned twin flew for the first time on March 2 1952. Production deliveries began in March 1954. 

The first variant was the PA-23-150 with some detail changes in subsequent model years before production switched to the more powerful PA-23-160 in late 1958. The Apache G and H introduced a third cabin window. A subsequent Apache development was the PA-23-235 Apache 235, a lower powered development of the PA-23-250 Aztec, introduced in 1962. 

The Aztec is an enlarged and more powerful development of the Apache powered by two six cylinder 185kW (250hp) O-540s, and Aztecs were first delivered from early 1960. The Aztec B introduced a longer nose and seating for six, the Aztec C fuel injected engines, the optional Turbo Aztec C was turbocharged, while the Aztec D, E and F and corresponding turbo models introduced detail changes. 

A military version for the US Navy was the UO-1, later renamed the U-11A. Except for radio, oxygen and propeller anti-icing equipment, this model was similar to the civil Aztec. Twenty were delivered in 1960. Some other air forces used Aztecs in small numbers.

A special version for the UK market with a gross weight of 2265kg (4995lb) instead of 2360kg (5200lb) was the PA-E23-250.

Production of the Aztec ceased in 1982.

Several Apache conversions with higher-powered engines, extended nose cone, fully enclosed wheel doors, square tipped rudder, etc were available as the Seguin Geronimo, the Miller Jet Profile and the Wilson Jet Profile. Some aircraft were only partly modified.

A floatplane modification of Aztecs adding also an additional door is offered by Melridge Aviation and Jobmaster Company as the Aztec Nomad.",,Operational
piperpa24comanche,"Piper's PA-24 Comanche was a high performance retractable undercarriage single designed to challenge the established high performance Beech Bonanza. 

Piper's first low wing single engine design, the Comanche featured a retractable tricycle undercarriage, swept back tail, flying tail or ""stabilator"" horizontal tail surfaces, laminar flow wing and all metal construction, a stark contrast to Piper's earlier high wing fabric covered designs. The Comanche first flew on May 24 1956 and was delivered to customers from late 1957 in PA-24-180 form. 

Since then through to the cessation of production in June 1972 (due to flooding of Piper's Lock Haven plant), a number of progressively higher performance variants were released. These included 1958's 185kW (250hp) PA-24-250 and the 300kW (400hp) PA-24-400. 

Just 148 400s were built, despite Piper claiming it to be the fastest production four seat single available at the time. Its massive eight cylinder IO-720 engine consumed fuel at a prodigious rate, meaning that it was expensive to operate, and there were problems with cooling the rear cylinders. Today however it has something of a mini cult status. 

Following the PA-24-400 was the PA-24-260 from 1964, with a 195kW (260hp) O-540 or IO-540, and finally the Rajay turbocharger fitted PA-24-260 Turbo C, available from 1970.",,Operational
piperpa25pawnee,"The Piper PA-25 Pawnee was one of the first single seat light aircraft to be specifically designed and built for agricultural spraying and dusting. It was also one of the most successful, with several thousand built, and with licence production in a number of countries. 

The PA-25 Pawnee was originally designed by Fred Weick as the AG-3, and flew in prototype form during 1957. The design was originally powered by a 110kW (150hp) Lycoming O-320, the fuselage structure was designed to absorb impact forces in a crash, the high cockpit had excellent all round vision, the braced wing was fitted with spray bars, while a jump seat could be fitted in the hopper. 

Initial production was of the 110kW (150hp) powered Pawnee, which was delivered from August 1959. This was replaced by the 175kW (235hp) powered PA-25-235, and from 1968 the 195kw (260hp) PA-25-260 was available. The Pawnee B (235hp) introduced an enlarged hopper, the Pawnee C (235 or 260hp) followed with oleo type shock absorbers, while the ultimate Pawnee model, the Pawnee D (235 or 260hp) had the fuel tank moved from the fuselage to the wing. 

Production ceased in 1982. 

Many Pawnees have nowadays found their way to a glider airflield where they are very popular as glider tugs due to their good power/weight ratio.",,Operational
piperpa28cherokeeseries,"The initial PA-28-150 and PA-28-160 Cherokees were introduced in 1961 as replacements for Piper's PA-22 TriPacer and Colt. 

Unlike the PA-22 series the new PA-28 was a low wing design with metal construction. The prototype Cherokee was powered by a 120kW (160hp) engine, and flew for the first time on January 14 1960. Production aircraft were powered by either 110kW (150hp) or 120kW (160hp) engines and were delivered from early 1961. 

From 1962 a 135kW (180hp) version was added to the lineup. The 127kW (235hp) flat six Lycoming O-540 powered Cherokee 235 was introduced in 1963, while the two seat trainer optimised Colt replacement PA-28-140 entered the marketplace in 1964. With these models the basic PA-28 lineup was in place (the retractable PA-28R and larger PA-32 are described separately). 

Subsequent variants include the Cherokee B and Cherokee C, the 180D, 235C, 140 Flite Liner two seat trainer PA-28-140, -180F, -235E, PA-28-180 Cherokee Challenger and PA-28-235 Cherokee Charger, the PA-28-180 Cherokee Archer and PA-28-235 Cherokee Pathfinder, PA-28-151 Cherokee Warrior which introduced the new tapered wing that would become a feature of subsequent PA-28s, PA-28-181 Cherokee Archer II and PA-28-236 Dakota (the Cherokee prefix was later dropped for the Archer II and Warrior), the PA-28-161 Warrior II, PA-28-201T Turbo Dakota and PA-28-161 Cadet. 

Small numbers of Warriors, Dakotas and Archers were built in the early 1990s. The PA-28-181 Archer III, which features a new, streamlined cowling, was introduced in 1994. The 1999 models gained new paint, improved interior and a new avionics package. The PA-28-161 Warrior III features a new instrument panel and was introduced in late 1994. Since 1995 Piper has had new owners, and the brand has enjoyed a strong resurgence.",,Operational
piperpa28rcherokeearrow,"The PA-28R originally began life as a retractable undercarriage variant of the PA-28 Cherokee. 

The original PA-28R-180 Cherokee Arrow was a relatively simple adaptation of the existing PA-28-180 Cherokee D, but incorporated electro-hydraulically operated retractable undercarriage (complete with a self lowering system that safeguarded against the pilot failing to do so, automatically lowering when airspeed reached 170km/h/91kt and a certain engine manifold pressure), a fuel injected version of the PA-28-180's O-360, a constant speed propeller and an increased max takeoff weight. 

Production switched later to the more powerful 150kW (200hp) IO-360-C1C powered PA-28R-200 Cherokee Arrow II. Changes included the same 12.7cm (5in) stretched fuselage introduced on the Cherokee Challenger and Cherokee Charger, with greater rear legroom and baggage capacity, plus larger horizontal tail and dorsal fin fillet. 

The PA-28R-201 Arrow III first flew in September 1975, and was introduced from 1976. The major change (also introduced on the fixed undercarriage PA-28s at that time) was a new longer tapered span wing, while the maximum takeoff weight was increased. The turbocharged PA-28R-201T was also offered. 

The PA-28RT-201 and -201T Arrow IV introduced a new all moving T-tail. Production of the Arrow IV ceased in 1982, and resumed again in 1989, but ceased once more in 1992. Instead Piper returned the conventional-tailed Arrow III back into production. Very small numbers were built in the early 1990s while Piper was under bankruptcy protection. Since the emergence of New Piper Inc in 1995 the Arrow III has been part of the expanded Piper line-up, although only small numbers have been built.",,Operational
piperpa3039twincomanche,"As its name implies, the Twin Comanche is a twin engine development of the PA-24 Comanche. When in production, it was Piper's premier four/six place light twin, replacing the Apache 235 and positioned beneath the larger and more powerful Aztec. 

The Twin Comanche was originally proposed as early as 1956, when the single engine Comanche was undergoing initial development, however the project was delayed while Piper worked on the Comanche and the Aztec twin. So it was not until 1962 that a Comanche was converted to a twin configuration with two 120kW (160hp) IO-320s (originally two 110kW (150hp) engines were planned), with first flight on November 7 1962. First flight of a production Twin Comanche was in May 1963, with first deliveries later that year. 

The Twin Comanche differed little from its single engine brethren other than changes associated with its twin engine layout, and it quickly proved to be very popular. Improvements to the PA-30 resulted in the introduction of the Twin Comanche B in 1965, which featured a stretched fuselage allowing seating for up to six, as on the equivalent Comanche B single, while turbocharged engines and wingtip tanks were offered as options as the Turbo Twin Comanche B. 

From 1970 the Twin Comanche C featured a slightly higher cruising speed and interior improvements, while the PA-39 Twin Comanche C/R was fitted with counter rotating engines. 

Production of the Twin Comanche ceased in 1972 - by which time only the PA-39 was available - due to the flooding of Piper's Lock Haven factory.",,Operational
piperpa31chieftainmojavet1020t1040,"The PA-31P-350 Mojave was the last pressurised version of the PA-31 series to be built, while the PA-31-350 Chieftain was a stretched Navajo, built on the smaller Navajo's success in the commuter and charter roles, while the T-120 and T-1040 were airliner developments. 

The stretched Navajo Chieftain first appeared in 1973, after Piper began design work in 1971 (delays were caused by the destruction of the second prototype and early production aircraft due to flooding at Piper's Lock Haven plant in June 1972). Originally dubbed the Navajo II, the Navajo Chieftain was intended to compete against the Cessna 402 and to a lesser extent the turboprop powered Beech 99. Changes over the basic Navajo were many, including a 61cm (2ft) fuselage stretch, six side cabin windows, larger doors (an extra crew door was optional), and more powerful and counter rotating 260kW (350hp) TIO-540 engines. From the 1980 model year the PA-31-350 became known simply as the Chieftain, and the type remained in production until October 1984. 

Small numbers were also built of the airline optimised T-1020 (based on the Chieftain but ""hardened"" for airline operations) and the Pratt & Whitney Canada PT6A powered T-1040 (PA-31T3). 

The Mojave was a development of the PA-31P, and its airframe was essentially similar to the turboprop powered PA-31T Cheyenne I's. Changes included less powerful 260kW (350hp) counter rotating IO-540-V2As, a lower cabin pressure differential and longer span wings. Mojaves were built between 1983 and 1986.",,Operational
piperpa31navajopressurizednavajo,"The highly successful Navajo six/eight seat cabin class twin has been adapted to a number of commuter, charter, air taxi, light freight and executive transport roles, and has spawned a series of developments.

The PA-31 was developed at the request of company founder William T Piper, and the program for a new larger twin was given the project name Inca. The first prototype PA-31 made the type's first flight on September 30 1964 and was Piper's largest aircraft to be built to that time. 

Deliveries began began in the first half of 1967. The first model was the PA-31-310, powered by two 230kW (310hp) turbocharged Lycoming TIO-540-A1A engines. A small number of the PA-31-300 with two normally aspirated 225kW (300hp) IO-540-M engines were also built in 1968 and 1969. The PA-31-310 had five cabin windows per side and Piper's distinctive Tiger Shark engine nacelles with optional nacelle lockers. The PA-31-310 was further improved in late 1971 in the Navajo B and in 1974 in the Navajo C and the PA-31-325 Navajo C/R with counter rotating 242kW (325hp) TIO-540-F engines. 

The PA-31P-425 Pressurized Navajo was aimed at the corporate market and had three windows on the right side and two on the left side of the cabin, geared  turbocharged and fuel injected TIGO-541-E1A engines, a higher takeoff weight and strengthened structure and undercarriage, optional extra fuel, a lengthened nose, and most importantly a cabin pressurisation system. First flown in March 1968, first deliveries took place from 1970, and it remained in production until 1984. 

Meanwhile production of the PA-31-310 had ceased in 1983. Further developments of the Navajo, including the Chieftain, Mojave and Cheyenne, are described separately.",,Operational
piperpa31tcheyenne,"The Piper Cheyenne family of turboprop corporate aircraft is based on the popular Navajo and Chieftain piston twins. 

Although the first Cheyenne was not delivered until mid 1974, work on a turboprop version of the Pressurized Navajo dates back almost a decade earlier to the mid 1960s. The prototype of the Cheyenne flew for the first time on August 29 1969, but Piper had to redesign the flight controls to handle the increased loads on the airframe due to the higher speeds. Production deliveries were further delayed due to flooding at Piper's Lock Haven plant in June 1972.

Certification had been granted on May 3 1972, while the first production aircraft (powered by 462kW/620shp PT6A-28s) first flew on October 22 1973. 

Piper introduced the lower powered (373kW/500shp PT6A-11s) and less expensive Cheyenne I in 1978, and renamed the original Cheyenne the Cheyenne II. Refinements to the Cheyenne I made in 1983, including more power at altitude, revised cowlings and interior, resulted in the Cheyenne IA. 

Meanwhile the stretched Cheyenne IIXL had been introduced in 1979. Compared with the standard length Cheyennes, the IIXL was 61cm (2ft) longer, featured an extra cabin window on the left side, 180kg (400lb) increased max takeoff weight and 560kW (750shp) PT6A-135s. An improved IIXLa was planned, but did not enter production. 

The further stretched and T-tail PA-42 Cheyenne III was also introduced in 1978, and is described separately.",,Operational
piperpa32cherokeesixlancesaratoga,"The PA-32 series began life as the Cherokee Six, a significantly modified six seat development of the PA-28 Cherokee series. 

While similar in configuration to the Cherokee, the Cherokee Six differed in a number of major areas. Two of the big differences were implied in its name, a six cylinder O-540 or IO-540 powerplant, and the six seat configuration. While the wing was based on the Cherokee's, the fuselage was substantially larger, with strengthened undercarriage and a larger tail. 

The Cherokee Six first flew on December 6 1963, while deliveries of production PA-32-260s began from mid 1965. Development led to a range of improved models, starting with the 225kW (300hp) fuel injected IO-540 powered Cherokee Six 300 (PA-32-300). Production of the 260 and 300 ended in the late 1970s, but in the meantime they had been joined by the PA-32R Cherokee Lance. The Cherokee Lance, or just Lance from mid 1977 with the introduction of the improved Lance II, was a retractable undercarriage development. The Lance II and turbocharged PA-32R-300T Turbo Lance also introduced a T-tail as the PA-32RT and remained in production to late 1979. 

The Lance II and Cherokee Six were replaced by the Saratoga. Available in fixed or retractable undercarriage form, with standard or turbocharged powerplants, the major change was the new increased span tapered wing. 

Production of the Saratoga ceased in 1985, but New Piper reintroduced the Saratoga II HP in 1993 with aerodynamic improvements and a revised instrument panel and interior. The turbocharged Saratoga II TC was introduced in 1997. 1999 models introduce new Garmin and S-TEC avionics. A five seat interior with a entertainment/workstation console (similar to that in the Seneca V) is optional. 

The PA-32 was also built under licence in Brazil as the Embraer EMB-720 Minuano, and the PA-32R as the EMB-721 Sertanejo, while Chincul in Argentina built the PA-32 as PA-A-32, the PA-32R as PA-A-32R, and the PA-32RT as the PA-A-32RT.

Production of the Saratoga ceased in 1985, but Piper reintroduced the Saratoga II HP in 1993 with aerodynamic improvements and a revised instrument panel and interior. The turbocharged Saratoga II TC was introduced in 1997. The 1999 models introduced new Garmin and S-TEC avionics. A five seat interior with an entertainment/workstation console (similar to that in the Seneca V) is optional.",,Operational
piperpa34seneca,"The most successful six place light twin since its introduction, the Seneca is a twin engine development of the Cherokee Six. 

Seneca development began when Piper flew a converted trimotor Cherokee Six, designated PA-32-3M, fitted with two additional 85kW (115hp) Lycomings O-235 on either wing. The subsequent twin engine prototype PA-34-180 Twin 6 first flew with two 135kW (180hp) Lycomings, while the definitive standard third Seneca prototype, the PA-34-200 Twin 6, first flew in October 1969 with fuel injected 150kW (200hp) IO-360s. Production deliveries of the initial PA-34-200 Seneca began in late 1971. 

Handling and performance criticisms were addressed from the 1974 model year with the PA-34-200T Seneca II which introduced changes to the flight controls and, more importantly, two turbocharged Continental TSIO-360-Es. Piper originally planned that the follow-on PA-34-220T Seneca III would feature a T-tail, but these plans were dropped and the main changes introduced were counter rotating 165kW (220hp) TSIO-360s and a revised interior and instrument panel. Introduced in 1981, the Seneca III was replaced by New Piper's improved PA-34-220T Seneca IV in 1994 with aerodynamic refinements, axisymetric engine inlets and a revised interior. 

The current PA-34-220T Seneca V was introduced in January 1997. It features intercooled turbocharged L/TSIO-360-RB engines which maintain rated power to 19,500ft, and seating for five, with a standard entertainment/executive workstation with extendable worktable and optional phone/fax. A sixth seat in place of the workstation is optional.

The Seneca was also built or assembled by other manufacturers, AICSA in Colombia, Chincul in Argentina (as the PA-A-34), Embraer in Brazil (as the EMB-810), and PZL-Mielec in Poland (as the M-20 Mewa, partly with PZL/Franklin engines).

Conversions are made by Seguin as the Princess, and by Robertson as the Super Seneca I and II.",,Operational
piperpa36pawneebrave,"The PA-36 Pawnee Brave was designed in the late 60s at the company's Vero Beach facility as a larger aircraft than Piper's first purpose-designed agricultural aircraft, the PA-25 Pawnee, although of the same overall configuration. 

The result of Piper research on PA-25 Pawnee operations, the first PA-36 prototype, the PA-36-260 Pawnee II, was powered by a 195kW (260hp) Lycoming O-540-E engine, and made the first flight on November 17, 1969. The Lycoming engine was later in the development program replaced by a 210kw (285hp) Continental Tiara 6-285 engine, and the aircraft became the PA-36-285. A second prototype had the same engine, and Piper decided to use this engine for the series production.

The PA-36 has a welded chrome-molybdenum steel tube fuselage structure with metal underskins and plastics side panels, and a sturdy overturn pylon is part of the structure. The wings have a conventional two-spar structure, with light alloy laminated spars, and light alloy covering, except for glassfibre leading-edges and wingtips. A hopper with a capacity of 30 or 38 cu.ft is in front of the pilot.  

In mid 1972 the PA-36-285 received FAA approval, and in 1973 production got under way, while at the same time the name was changed from Pawnee II to Pawnee Brave.  

As the Continental Tiara engine was quite problematic, Piper certificated a 225kW (300hp) Lycoming IO-540 powered version, the PA-36-300, which replaced the Tiara engined version on the production line from the 1977 model year.  From the 1978 model year, the name Pawnee Brave was changed to Brave 300.

A more powerful version was available from 1978, powered by a 280kW (375hp) Lycoming IO-720 in a restyled cowling, as the Brave 375, and from 1982 the 300kW (400hp) IO-720 powered Brave 400 followed. 

Pawnee Brave production ceased in January 1983.",,Operational
piperpa38tomahawk,"The PA-38 Tomahawk (nicknamed Tommy for short) was the first all new two seat trainer built by one of the USA's big three GA manufacturers in almost three decades when it was introduced. 

The PA-38-112 Tomahawk was designed as a relatively inexpensive to acquire and operate two seat trainer to tackle the firmly established definitive basic trainer in the 1970s, the Cessna 150 and 152, and to take over the spot in Piper's model range then occupied by two seat variants of the PA-28 Cherokee series. 

Design input for the Tomahawk came from a questionnaire Piper distributed randomly to 10,000 flight instructors during the mid 1970s. With their responses in mind (ideal characteristics included night lighting, dual toe brakes, a fuel selector accessible to both student and instructor, low noise levels, position lights and the ability to spin), Piper developed the PA-38. The resulting aircraft featured a T-tail and NASA Whitcomb GA(W)-1 design low set wing of constant chord and thickness (also featured on the competing but less succesful Beech Skipper), a cabin wider than the Cherokee's (and thus much wider than the Cessna 150/152's) with 360° vision and a Lycoming O-235 powerplant. Many parts, such as the main undercarriage wheels and elevators, were interchangeable. 

Piper announced the development of the Tomahawk during late 1977 and first deliveries were made in early 1978. Despite an initial mixed reaction to the new trainer from the flying public, the Tomahawk was an instant sales success with over 1000 built in the first year of production alone. In service the Tomahawk proved to be economical to operate, but the aircraft was dogged by quality control problems (some 19 Airworthiness Directives were issued by the FAA in the PA-38's first four years) and unpredictable stalling characteristics, resulting in a number of stall/spin accidents. 

Flow strips were added to the wing on late production Tomahawks Is in September 1978 to improve the much criticised stall characteristics, while a number of other problems, including the poor quality control, were addressed in the improved Tomahawk II, which was introduced for the 1981 model year. Enhancements included improved sound proofing, windscreen defrosting, door latching and nose wheel design. 

Piper ceased production of the Tomahawk during 1983.",,Operational
piperpa42cheyenneiii400,"Aimed directly at Beech's successful King Air twin turboprop series, the PA-42 Cheyennes are larger developments of the earlier PA-31T Cheyennes (in turn themselves turboprop developments of the PA-31 Navajo). 

The PA-42 Cheyenne III was announced in September 1977. The first production Cheyenne III flew for the first time on May 18 1979 and FAA certification was granted in early 1980. Compared with the Cheyenne II the PA-42 was about 1m (3ft) longer, was powered by 537kW (720shp) PT6A-41 turboshafts and introduced a T-tail, the most obvious external difference between the PA-31T and PA-42. Deliveries of production Cheyenne IIIs began on June 30 1980. 

Development and improvement of the III led to the PA-42-720 Cheyenne IIIA, with PT6A-61 engines, a higher service ceiling and revised systems and interior. 

The higher powered and significantly faster PA-42-1000 is basically similar to the PA-42-720 except for its far more powerful 745kW (1000hp) Garrett TPE331 turboprops driving four blade propellers. Piper's largest and fastest production aircraft to date, the PA-42-1000 was initially called the Cheyenne IV, before becoming known as the Cheyenne 400LS, and then simply the Cheyenne 400. First flown on February 23 1983, the Cheyenne 400 was delivered from late 1984. Production of the PA-42 ended in February 1993.",,Operational
